"id","tipo","estado","so","ga_indice","p_indice","t_indice","pc_indice","pc_metodos","pc_respuesta","pc_activacion","pc_celeridad","pg_indice","pg_mec","pg_formato","pg_actores","pg_func","pg_seg","tc_indice","tcai_indice","tcai_completitud","tcai_claridad","tcai_celeridad","tctp_indice","tctp_google","tctp_buscador","tctp_confiabilidad","tctp_comprensibilidad","tctp_interaccion","tctp_fecha_act","tg_indice","tgda_indice","tgda_accesible","tgda_digital","tgda_leg_maq","tgda_gratuito","tgda_lic_abierta","tgda_formato_abierto","tgda_oportuno","tgda_url","tgda_no_disc","tgda_integral","tgda_interaccion","tgta_indice","tgai_indice","tgai_respuesta","tgai_plazo","tgai_prorroga"
1308,"Ejecutivo","Puebla","Secretaría de Turismo",0.498704861,0.39,0.607409722,0.25,1,0,0,0,0.53,1,0.33,0,1,0,0.535111111,0.698518519,0.833333333,1,0.262222222,0.29,1,0.5,0.25,0,0,0,0.679708333,0,0,0,0,0,0,0,0,0,0,0,0,0.78125,0.742222222,0.986666667,0.373333333,0.866666667
1309,"Ejecutivo","Puebla","Secretaría de Cultura",0.467756944,0.375,0.560513889,0.75,1,1,0,1,0,0,0,0,0,0,0.367396825,0.612328042,0.666666667,0.916666667,0.253650794,0,0,0,0,0,0,0,0.753630952,0,0,0,0,0,0,0,0,0,0,0,0,0.9375,0.787301587,0.99047619,0.447619048,0.923809524
1310,"Judicial","Puebla","Tribunal Electoral del Estado de Puebla",0.451953869,0.125,0.778907738,0.25,1,0,0,0,0,0,0,0,0,0,0.670761905,0.757936508,1,0.583333333,0.69047619,0.54,1,1,0.25,1,0,0,0.887053571,0,0,0,0,0,0,0,0,0,0,0,0,0.96875,0.994047619,1,0.982142857,1
1311,"Municipio","Puebla","Tehuacán",0.587564568,0.46,0.715129135,0.25,1,0,0,0,0.67,1,0.66,1,1,0,0.612087935,0.713479891,1,0.916666667,0.223773006,0.46,0,0.5,0.25,1,1,0,0.818170336,0,0,0,0,0,0,0,0,0,0,0,0,0.970588235,0.878323108,0.996932515,0.645705521,0.992331288
1312,"Municipio","Puebla","San Martín Texmelucan",0.752829004,0.81,0.695658009,0.75,1,1,0,1,0.87,1,0.66,0,1,1,0.530277056,0.743795094,1,0.916666667,0.314718615,0.21,1,0,0.25,0,0,0,0.861038961,0,0,0,0,0,0,0,0,0,0,0,0,1,0.935064935,0.993506494,0.818181818,0.993506494
1313,"Municipio","Puebla","San Pedro Cholula",0.539254073,0.46,0.618508145,0.25,1,0,0,0,0.67,1,0.66,1,1,0,0.559381672,0.712302786,1,0.916666667,0.220241692,0.33,1,0,0,1,0,0,0.677634619,0,0,0,0,0,0,0,0,0,0,0,0,0.852941176,0.702920443,0.876132931,0.498489426,0.734138973
1314,"Municipio","Puebla","Cuautlancingo",0.69900392200000006,0.69,0.708007843,0.81,1,1,1,0.25,0.57,1,0.66,0,1,0,0.622990476,0.624984127,0.666666667,0.916666667,0.291619048,0.62,1,0.5,0.25,1,1,0,0.79302521,0,0,0,0,0,0,0,0,0,0,0,0,0.852941176,0.895238095,0.982857143,0.76,0.942857143
1315,"Municipio","Puebla","Amozoc",0.469086174,0.44,0.498172348,0.25,1,0,0,0,0.63,1,0.33,1,1,0,0.399895833,0.666493056,0.833333333,0.833333333,0.3328125,0,0,0,0,0,0,0,0.596448864,0,0,0,0,0,0,0,0,0,0,0,0,0.545454545,0.721354167,0.75,0.6640625,0.75
1316,"Municipio","Puebla","Huauchinango",0.558571895,0.375,0.742143791,0.75,1,1,0,1,0,0,0,0,0,0,0.669474747,0.702457912,1,0.916666667,0.190707071,0.62,1,0.5,0.25,1,1,0,0.814812834,0,0,0,0,0,0,0,0,0,0,0,0,0.970588235,0.872727273,1,0.757575758,0.860606061
1317,"Municipio","Puebla","Teziutlán",0.360149101,0.325,0.395298203,0.65,0.6,1,0,1,0,0,0,0,0,0,0.230138889,0.383564815,0.5,0.5,0.150694444,0,0,0,0,0,0,0,0.560457516,0,0,0,0,0,0,0,0,0,0,0,0,0.294117647,0.787037037,0.993055556,0.375,0.993055556
1318,"Municipio","Puebla","Huejotzingo",0.613819885,0.585,0.642639771,0.2,0.8,0,0,0,0.97,1,0.66,1,1,1,0.576247788,0.707079646,1,1,0.121238938,0.38,1,0,0.25,1,0,0,0.709031754,0,0,0,0,0,0,0,0,0,0,0,0,0.794117647,0.784660767,0.991150442,0.371681416,0.991150442
1319,"Municipio","Puebla","Tepeaca",0.754040616,0.795,0.713081232,0.62,1,1,0,0.5,0.97,1,0.66,1,1,1,0.597142857,0.715238095,0.833333333,1,0.312380952,0.42,1,0,0.5,1,0,0,0.829019608,0,0,0,0,0,0,0,0,0,0,0,0,0.941176471,0.911111111,1,0.733333333,1
1320,"Partido","Puebla","Movimiento Ciudadano",0.523045752,0.41,0.636091503,0.82,0.8,1,1,0.5,0,0,0,0,0,0,0.548,0.8,1,1,0.4,0.17,1,0,0,0,0,0,0.724183007,0,0,0,0,0,0,0,0,0,0,0,0,0.962962963,0.725490196,0.764705882,0.647058824,0.764705882
1321,"IES","Puebla","Universidad de la Salud del Estado de Puebla",0.428603641,0.1,0.757207283,0.2,0.8,0,0,0,0,0,0,0,0,0,0.663238095,0.798730159,1,0.833333333,0.562857143,0.46,0,0.5,0.25,1,1,0,0.851176471,0,0,0,0,0,0,0,0,0,0,0,0,0.970588235,0.933333333,1,0.828571429,0.971428571
1322,"IES","Puebla","Universidad Intercultural del Estado de Puebla",0.665844071,0.64,0.691688142,0.95,0.8,1,1,1,0.33,1,0.33,1,0,0,0.622031746,0.676719577,0.833333333,1,0.196825397,0.54,1,0,0.25,1,1,0,0.761344538,0,0,0,0,0,0,0,0,0,0,0,0,0.823529412,0.857142857,1,0.571428571,1
1323,"IES","Puebla","Benemérita Universidad Autónoma de Puebla",0.676687795,0.585,0.76837559,0.9,0.6,1,1,1,0.27,1,0.66,0,0,0,0.73997356,0.7866226,1,1,0.3598678,0.67,1,0.5,0.5,1,1,0,0.79677762,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0.890462701,0.983002833,0.71388102,0.974504249
1324,"IES","Puebla","Universidad Tecnológica de Tecamachalco",0.731065644,0.855,0.607131287,0.78,0.6,1,1,0.5,0.93,1,0.33,1,1,1,0.576666667,0.627777778,0.833333333,0.916666667,0.133333333,0.5,1,0.5,0.5,1,0,0,0.637595908,0,0,0,0,0,0,0,0,0,0,0,0,0.647058824,0.739130435,0.956521739,0.304347826,0.956521739
1325,"Fideicomiso","Puebla","Fideicomiso Casa de Jóvenes en Progreso",0.212738095,0,0.42547619,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.393809524,0.656349206,0.833333333,0.916666667,0.219047619,0,0,0,0,0,0,0,0.457142857,0,0,0,0,0,0,0,0,0,0,0,0,NA,0.761904762,1,0.285714286,1
1326,"Fideicomiso","Puebla","Fideicomiso con el Banco del Bajío S.A. de C.V. 15898-06-267",0.2825,0,0.565,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0.53,0.883333333,1,1,0.65,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,1
1327,"Fideicomiso","Puebla","Fideicomiso Fondo para el Fortalecimiento de la Microempresa",0.285882353,0,0.571764706,0,0,0,0,0,0,0,0,0,0,0,0.403333333,0.672222222,0.833333333,0.916666667,0.266666667,0,0,0,0,0,0,0,0.740196078,0,0,0,0,0,0,0,0,0,0,0,0,0.911764706,0.777777778,1,0.333333333,1
1328,"Fideicomiso","Puebla","Fideicomiso Público Denominado 'Comisión Estatal de Vivienda de Puebla'",0.365357143,0,0.730714286,0,0,0,0,0,0,0,0,0,0,0,0.6,0.833333333,1,0.833333333,0.666666667,0.25,1,0,0,0,0,0.5,0.861428571,0,0,0,0,0,0,0,0,0,0,0,0,0.966666667,0.952380952,1,0.857142857,1
1329,"Autónomo","Puebla","Comisión de Derechos Humanos",0.586356605,0.535,0.637713209,0.7,0.8,1,0,1,0.37,1,0.66,1,0,0,0.473099291,0.535165485,1,0.5,0.105496454,0.38,1,0,0.25,0,1,0,0.802327128,0,0,0,0,0,0,0,0,0,0,0,0,0.96875,0.852836879,0.994680851,0.569148936,0.994680851
1330,"Autónomo","Puebla","Fiscalía General",0.532863165,0.375,0.690726331,0.75,1,1,0,1,0,0,0,0,0,0,0.585027027,0.561711712,0.666666667,0.75,0.268468468,0.62,1,0.5,0.25,1,1,0,0.796425635,0,0,0,0,0,0,0,0,0,0,0,0,0.941176471,0.856787822,0.998136067,0.589934762,0.982292637
1331,"Autónomo","Puebla","Instituto Electoral del Estado",0.592122159,0.375,0.809244318,0.75,1,1,0,1,0,0,0,0,0,0,0.759681818,0.79280303,1,0.916666667,0.461742424,0.71,1,1,0.25,1,1,0,0.858806818,0,0,0,0,0,0,0,0,0,0,0,0,0.96875,0.946969697,1,0.852272727,0.988636364
1332,"Descentralizado","Puebla","Comité Administrador Poblano para la Construcción de Espacios Educativos",0.311930726,0.1,0.523861452,0.2,0.8,0,0,0,0,0,0,0,0,0,0.374161172,0.37026862,0.666666667,0.416666667,0.027472527,0.38,1,0,0.25,1,0,0,0.673561732,0,0,0,0,0,0,0,0,0,0,0,0,0.941176471,0.652014652,1,0.10989011,0.846153846
1333,"Descentralizado","Puebla","DIF",0.653877967,0.605,0.702755934,0.58,1,1,0,0.333333333,0.63,1,0.33,1,1,0,0.695140351,0.685233918,1,0.916666667,0.139035088,0.71,1,0,0.25,1,1,1,0.710371517,0,0,0,0,0,0,0,0,0,0,0,0,0.911764706,0.728070175,0.993421053,0.296052632,0.894736842
1334,"Ejecutivo","Puebla","Ejecutivo",0.508035324,0.375,0.641070649,0.75,1,1,0,1,0,0,0,0,0,0,0.576425177,0.707375294,1,0.75,0.372125883,0.38,0,1,0.25,1,0,0,0.705716121,0,0,0,0,0,0,0,0,0,0,0,0,0.814814815,0.768786127,0.996146435,0.506743738,0.803468208
1335,"Ejecutivo","Puebla","Secretaría de Bienestar",0.4845,0.31,0.659,0.25,1,0,0,0,0.37,1,0.66,1,0,0,0.555254902,0.512091503,0.5,0.666666667,0.369607843,0.62,1,0.5,0.25,1,1,0,0.762745098,0,0,0,0,0,0,0,0,0,0,0,0,0.882352941,0.830065359,1,0.539215686,0.950980392
1336,"Ejecutivo","Puebla","Secretaría de Desarrollo Rural",0.479796949,0.23,0.729593898,0.46,0.6,1,0,0.25,0,0,0,0,0,0,0.666914729,0.698191214,0.833333333,0.916666667,0.344573643,0.62,1,0.5,0.25,1,1,0,0.792273068,0,0,0,0,0,0,0,0,0,0,0,0,0.935483871,0.852713178,1,0.593023256,0.965116279
1337,"Ejecutivo","Puebla","Secretaría de Economía",0.49786252,0.29,0.705725039,0.58,1,1,0,0.333333333,0,0,0,0,0,0,0.678590038,0.744316731,0.833333333,1,0.399616858,0.58,1,1,0.5,1,0,0,0.732860041,0,0,0,0,0,0,0,0,0,0,0,0,0.764705882,0.83908046,0.988505747,0.609195402,0.91954023
1338,"Ejecutivo","Puebla","Secretaría de Educación",0.713015037,0.79,0.636030074,0.95,0.8,1,1,1,0.63,1,0.33,1,1,0,0.633864583,0.696440972,1,1,0.089322917,0.54,1,1,0.25,0,1,0,0.638195565,0,0,0,0,0,0,0,0,0,0,0,0,0.774193548,0.6765625,0.996875,0.2375,0.7953125
1339,"Ejecutivo","Puebla","Secretaría de Gobernación",0.69470581,0.66,0.729411619,0.95,0.8,1,1,1,0.37,1,0.66,1,0,0,0.699737624,0.639562706,1,0.583333333,0.335354785,0.79,1,0.5,0.25,1,1,1,0.759085614,0,0,0,0,0,0,0,0,0,0,0,0,0.941176471,0.794554455,0.993811881,0.47029703,0.919554455
1340,"Ejecutivo","Puebla","Secretaría de Infraestructura",0.531553241,0.39,0.673106481,0.25,1,0,0,0,0.53,1,0.33,0,1,0,0.561490741,0.682484568,1,0.75,0.297453704,0.38,1,0,0.25,1,0,0,0.784722222,0,0,0,0,0,0,0,0,0,0,0,0,1,0.80787037,1,0.465277778,0.958333333
1341,"Ejecutivo","Puebla","Secretaría de Planeación y Finanzas",0.56443792,0.39,0.738875839,0.25,1,0,0,0,0.53,1,0.33,0,1,0,0.687981584,0.73330264,1,0.833333333,0.366574586,0.62,1,0.5,0.25,1,1,0,0.789770094,0,0,0,0,0,0,0,0,0,0,0,0,0.967741935,0.832412523,0.991712707,0.566298343,0.939226519
1342,"Ejecutivo","Puebla","Secretaría de Salud",0.666308972,0.735,0.597617944,0.8,0.2,1,1,1,0.67,1,0.66,1,1,0,0.562430458,0.630717431,1,0.833333333,0.058818959,0.46,0,0.5,0.25,1,0,1,0.63280543,0,0,0,0,0,0,0,0,0,0,0,0,0.852941176,0.628205128,1,0.162004662,0.722610723
1343,"Ejecutivo","Puebla","Secretaría de Seguridad Pública",0.684655387,0.68,0.689310774,0.73,0.6,1,1,0.333333333,0.63,1,0.33,1,1,0,0.641634855,0.762724758,1,1,0.288174274,0.46,1,0.5,0.25,1,0,0,0.736986693,0,0,0,0,0,0,0,0,0,0,0,0,0.931034483,0.762793914,0.991701245,0.450207469,0.846473029
1344,"Ejecutivo","Puebla","Secretaría de la Función Pública",0.512668975,0.39,0.63533795,0.25,1,0,0,0,0.53,1,0.33,0,1,0,0.623390582,0.732317636,1,1,0.196952909,0.46,1,0.5,0.25,1,0,0,0.647285319,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.628808864,0.861495845,0.279778393,0.745152355
1345,"Judicial","Puebla","Poder Judicial del Estado de Puebla",0.440559952,0.2,0.681119904,0.2,0.8,0,0,0,NA,NA,NA,NA,NA,NA,0.570513189,0.730855316,1,0.916666667,0.275899281,0.33,1,0,0,1,0,0,0.791726619,0,0,0,0,0,0,0,0,0,0,0,0,1,0.819544365,0.996402878,0.514388489,0.947841727
1346,"Legislativo","Puebla","Auditoría Superior",0.588109802,0.44,0.736219604,0.25,1,0,0,0,0.63,1,0.33,1,1,0,0.652306011,0.780510018,1,0.916666667,0.424863388,0.46,1,0.5,0.25,1,0,0,0.820133197,0,0,0,0,0,0,0,0,0,0,0,0,0.96875,0.882513661,0.991803279,0.663934426,0.991803279
1347,"Legislativo","Puebla","Congreso Estatal",0.58909551,0.45,0.72819102,0.9,0.6,1,1,1,0,0,0,0,0,0,0.572664944,0.647774907,1,0.666666667,0.276658053,0.46,1,0.5,0.25,1,0,0,0.883717096,0.82,1,1,1,1,1,1,0,1,1,0,1,0.903225806,0.884582257,1,0.656330749,0.997416021
1348,"Municipio","Puebla","Acajete",0.454904139,0.325,0.584808279,0.65,0.6,1,0,1,0,0,0,0,0,0,0.440074074,0.73345679,1,1,0.20037037,0,0,0,0,0,0,0,0.729542484,0,0,0,0,0,0,0,0,0,0,0,0,0.705882353,0.862962963,1,0.677777778,0.911111111
1349,"Municipio","Puebla","Altepexi",0.331827404,0.29,0.373654809,0.58,0.8,1,0,0.5,0,0,0,0,0,0,0.554028986,0.670048309,1,1,0.010144928,0.38,1,0,0.25,1,0,0,0.193280632,0,0,0,0,0,0,0,0,0,0,0,0,0.484848485,0.079710145,0.086956522,0.065217391,0.086956522
1350,"Municipio","Puebla","Atlixco",0.614646597,0.645,0.584293193,0.62,1,1,0,0.5,0.67,1,0.66,1,1,0,0.413506173,0.549176955,0.833333333,0.583333333,0.230864198,0.21,1,0,0.25,0,0,0,0.755080214,0,0,0,0,0,0,0,0,0,0,0,0,0.941176471,0.787878788,0.878787879,0.609427609,0.875420875
1351,"Municipio","Puebla","Izúcar de Matamoros",0.447031807,0.31,0.584063614,0.05,0.2,0,0,0,0.57,1,0.66,0,1,0,0.383412073,0.639020122,1,0.666666667,0.250393701,0,0,0,0,0,0,0,0.784715155,0,0,0,0,0,0,0,0,0,0,0,0,0.9411765,0.837270341,0.968503937,0.677165354,0.866141732
1352,"Municipio","Puebla","Nopalucan",0.158958333,0.1,0.217916667,0.2,0.8,0,0,0,0,0,0,0,0,0,0.400833333,0.668055556,1,1,0.004166667,0,0,0,0,0,0,0,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058333333,0.075,0.025,0.075
1353,"Municipio","Puebla","Ocotepec",0.308823529,0.1,0.517647059,0.2,0.8,0,0,0,0,0,0,0,0,0,0.441176471,0.735294118,1,1,0.205882353,0,0,0,0,0,0,0,0.594117647,0,0,0,0,0,0,0,0,0,0,0,0,0.294117647,0.843137255,1,0.529411765,1
1354,"Municipio","Puebla","Puebla",0.480532036,0.185,0.776064072,0.1,0.4,0,0,0,0.27,1,0.66,0,0,0,0.729725238,0.629542064,0.833333333,0.916666667,0.138626192,0.88,1,1,0.25,1,1,1,0.822402905,0.95,0.5,1,1,1,1,1,1,1,1,1,1,0.882352941,0.771161705,0.998248687,0.342673672,0.972562755
1355,"Municipio","Puebla","San Andrés Cholula",0.605946416,0.425,0.786892833,0.58,0.8,1,0,0.5,0.27,1,0.66,0,0,0,0.683979101,0.666631836,0.833333333,0.833333333,0.33322884,0.71,1,0.5,0.25,1,1,0.5,0.889806565,0.77,0.5,1,1,1,1,1,1,1,1,0,0,0.970588235,0.86938349,0.993730408,0.764890282,0.849529781
1356,"Municipio","Puebla","San Antonio Cañada",0.195522876,0.05,0.341045752,0.1,0.4,0,0,0,0,0,0,0,0,0,0.317777778,0.52962963,0.666666667,0.833333333,0.088888889,0,0,0,0,0,0,0,0.364313725,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.577777778,0.9,0.333333333,0.5
1357,"Municipio","Puebla","Soltepec",0.691614583,0.745,0.638229167,0.82,0.8,1,1,0.5,0.67,1,0.66,1,1,0,0.426458333,0.710763889,0.833333333,1,0.298958333,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0,0,0,0,0,0,1,0.916666667,1,0.78125,0.96875
1358,"Municipio","Puebla","Xicotepec",0.554941176,0.41,0.699882353,0.15,0.6,0,0,0,0.67,1,0.66,1,1,0,0.620941176,0.621568627,1,0.666666667,0.198039216,0.62,1,0.5,0.25,1,1,0,0.778823529,0,0,0,0,0,0,0,0,0,0,0,0,0.941176471,0.82745098,1,0.682352941,0.8
1359,"Municipio","Puebla","Zacatlán",0.447598569,0.24,0.655197138,0.15,0.6,0,0,0,0.33,1,0.33,1,0,0,0.594972973,0.604954955,0.833333333,0.833333333,0.148198198,0.58,1,0,0.5,1,1,0,0.715421304,0,0,0,0,0,0,0,0,0,0,0,0,0.911764706,0.736486486,0.966216216,0.581081081,0.662162162
1360,"Municipio","Puebla","Zautla",0.308205882,0.05,0.566411765,0.1,0.4,0,0,0,0,0,0,0,0,0,0.453411765,0.615686275,0.666666667,1,0.180392157,0.21,1,0,0.25,0,0,0,0.679411765,0,0,0,0,0,0,0,0,0,0,0,0,0.970588235,0.647058824,0.794117647,0.5,0.647058824
1361,"Municipio","Puebla","Zihuateutla",0.195553609,0.1,0.291107217,0.2,0.8,0,0,0,0,0,0,0,0,0,0.49222695,0.680378251,1,1,0.041134752,0.21,1,0,0.25,0,0,0,0.089987484,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0.120567376,0.14893617,0.063829787,0.14893617
1362,"Municipio","Puebla","Zoquiapan",0.417231237,0.41,0.424462475,0.25,1,0,0,0,0.57,1,0.66,0,1,0,0.39,0.65,1,0.916666667,0.033333333,0,0,0,0,0,0,0,0.458924949,0,0,0,0,0,0,0,0,0,0,0,0,0.794117647,0.367816092,0.482758621,0.137931034,0.482758621
1363,"Partido","Puebla","Movimiento Regeneración Nacional",0.329712644,0.025,0.634425287,0.05,0.2,0,0,0,0,0,0,0,0,0,0.442988506,0.738314176,1,0.666666667,0.548275862,0,0,0,0,0,0,0,0.825862069,0,0,0,0,0,0,0,0,0,0,0,0,0.833333333,0.959770115,1,0.896551724,0.982758621
1364,"Partido","Puebla","Partido Acción Nacional",0.609452381,0.5,0.718904762,1,1,1,1,1,0,0,0,0,0,0,0.580666667,0.774444444,0.833333333,0.916666667,0.573333333,0.29,0,0.5,0.25,1,0,0,0.857142857,0,0,0,0,0,0,0,0,0,0,0,0,0.933333333,0.961904762,1,0.885714286,1
1365,"Partido","Puebla","Partido Revolucionario Institucional",0.540740741,0.41,0.671481481,0.82,0.8,1,1,0.5,0,0,0,0,0,0,0.480740741,0.801234568,0.833333333,0.916666667,0.653703704,0,0,0,0,0,0,0,0.862222222,0,0,0,0,0,0,0,0,0,0,0,0,0.966666667,0.953703704,1,0.944444444,0.916666667
1366,"Municipio","Puebla","Tecamachalco",0.478401617,0.335,0.621803234,0.1,0.4,0,0,0,0.57,1,0.66,0,1,0,0.543812865,0.653021442,1,0.75,0.209064327,0.38,1,0,0.25,1,0,0,0.699793602,0,0,0,0,0,0,0,0,0,0,0,0,0.882352941,0.725146199,0.938596491,0.614035088,0.622807018
1367,"Descentralizado","Querétaro","Secretaría Ejecutiva del Sistema Estatal Anticorrupción",0.571481481,0.365,0.777962963,0.73,0.6,1,1,0.333333333,0,0,0,0,0,0,0.662592593,0.744320988,0.833333333,1,0.39962963,0.54,1,0,0.25,1,1,0,0.893333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0.988888889,1,0.966666667,1
1368,"Descentralizado","Querétaro","Instituto del Deporte y Recreación del Estado de Querétaro",0.440991979,0.125,0.756983957,0.25,1,0,0,0,0,0,0,0,0,0,0.707818182,0.81969697,1,1,0.459090909,0.54,1,1,0.25,1,0,0,0.806149733,0,0,0,0,0,0,0,0,0,0,0,0,0.823529412,0.931818182,1,0.795454545,1
1369,"Descentralizado","Querétaro","Comisión Estatal de Aguas",0.408459138,0.1,0.716918276,0.2,0.8,0,0,0,0,0,0,0,0,0,0.637496183,0.675826972,1,0.666666667,0.360814249,0.58,1,0.5,0,1,0,1,0.796340368,0,0,0,0,0,0,0,0,0,0,0,0,0.852941176,0.900763359,0.992366412,0.801526718,0.908396947
1370,"Descentralizado","Querétaro","Centro de Conciliación Laboral del Estado de Querétaro",0.773185185,0.755,0.79137037,0.88,1,1,1,0.5,0.63,1,0.33,1,1,0,0.682740741,0.884567901,0.833333333,1,0.82037037,0.38,1,0,0.25,0,1,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
1371,"Descentralizado","Querétaro","Instituto Queretano de las Mujeres",0.405058397,0.29,0.520116795,0.58,0.8,1,0,0.5,0,0,0,0,0,0,0.506985507,0.564975845,0.833333333,0.75,0.111594203,0.42,1,0.5,0,1,0,0,0.533248082,0,0,0,0,0,0,0,0,0,0,0,0,0.647058824,0.565217391,0.760869565,0.173913043,0.760869565
1372,"Ejecutivo","Querétaro","Secretaría de Turismo",0.577127729,0.475,0.679255458,0.95,0.8,1,1,1,0,0,0,0,0,0,0.584336918,0.753894863,1,0.833333333,0.428351254,0.33,1,0,0,1,0,0,0.774173998,0,0,0,0,0,0,0,0,0,0,0,0,0.878787879,0.850896057,0.998924731,0.711827957,0.841935484
1373,"Ejecutivo","Querétaro","Secretaría de Cultura",0.356627729,0.1,0.613255458,0.2,0.8,0,0,0,0,0,0,0,0,0,0.452336918,0.753894863,1,0.833333333,0.428351254,0,0,0,0,0,0,0,0.774173998,0,0,0,0,0,0,0,0,0,0,0,0,0.878787879,0.850896057,0.998924731,0.711827957,0.841935484
